product_name,brands,categories_en,origins_en,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,nutrition-score-fr_100g
Ravioli Boeuf,U,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Meals,Fresh foods,Meat-based products,Pasta dishes,Meals with meat,Pastas,Stuffed pastas,Beef dishes,Fresh meals,Pasta stuffed with meat,Ravioli,Meat ravioli,Beef ravioli",France,1079.0,6.1,2.3,39.0,2.3,10.0,1.2,3.0
Yaourts nature sucrés,U,"Dairies,Fermented foods,Fermented milk products,Fresh foods,Yogurts,Sweetened yogurts",France,368.0,3.2,2.2,12.0,12.0,3.0,0.1,4.0
Yaourt nature,U,"Dairies,Fermented foods,Fermented milk products,Yogurts,Plain yogurts",France,186.0,1.0,0.7,4.8,4.8,4.0,0.14,-1.0
Yaourt nature 0%MG,U,"Dairies,Fermented foods,Fermented milk products,Yogurts,Plain yogurts",France,163.0,0.0,0.0,5.1,5.1,4.3,0.15,-1.0
Lait fermenté au bifidus nature,U,"Dairies,Fermented foods,Fermented milk products,Yogurts,Bifidus yogurts,Plain bifidus yogurts,Plain yogurts",France,259.0,3.5,2.4,4.1,4.1,3.5,0.12,0.0
Lait fermenté au bifidus saveur vanille,U,"Dairies,Fermented foods,Fermented milk products,Yogurts,Bifidus yogurts,Flavoured yogurts,Flavoured bifidus yogurts,Vanilla yogurt",France,390.0,3.1,2.2,13.0,13.0,3.6,0.13,3.0
Yaourts Brassés Nature,U,"Dairies,Desserts,Fermented foods,Fermented milk products,Fresh foods,Refrigerated foods,Yogurts,Stirred yogurts,Plain stirred yogurts,Plain yogurts,Whole milk yogurts",France,272.0,3.5,2.3,4.5,4.5,3.9,0.14,0.0
Yaourts Brassés Nature,"U, distributeur","Dairies,Desserts,Fermented foods,Fermented milk products,Fresh foods,Yogurts,Stirred yogurts,Plain stirred yogurts,Plain yogurts,Whole milk yogurts",France,272.0,3.5,2.3,4.5,4.5,3.9,0.14,0.0
Yaourts brassés sucrés à la pulpe de fruits,U,"Dairies,Desserts,Fermented foods,Fermented milk products,Fresh foods,Yogurts,Fruit yogurts,Stirred yogurts,Fruit stirred yogurts,Mixed yogurts,Sweetened yogurts,fr:Yaourts multifruits,fr:yaourts-aux-fruits-sans-morceaux",France,364.0,2.2,1.5,13.0,12.0,3.8,0.14,2.0
Crème fraîche épaisse 30%mg,U,"Dairies,Fermented foods,Creams,Fermented milk products,Fermented creams,Fresh foods,fr:Crèmes fraîches",France,1205.0,30.0,20.0,2.9,2.9,2.3,0.09,13.0
Crème fraîche épaisse 30%MG,U,"Dairies,Fermented foods,Creams,Fermented milk products,Fermented creams,Fresh foods,fr:Crèmes entières,fr:Crèmes fraîches",France,1183.0,30.0,20.0,1.9,1.9,2.4,0.05,13.0
Crème fraîche fluide 30%MG,U,"Dairies,Creams,fr:Crèmes fraîches,fr:Crèmes liquides",France,1204.0,30.0,21.0,3.3,3.3,2.2,0.09,13.0
Crème légère liquide UHT 15%MG,U,"Dairies,Creams,Liquid cream,UHT Creams,fr:Crèmes légères,fr:Crèmes liquides",France,669.0,15.0,11.0,3.9,3.9,2.8,0.1,11.0
Lait Écrémé (0 % MG),U,"Dairies,Milks,Homogenized milks,UHT Milks,Skimmed milks",France,140.0,0.1,0.0,4.8,4.8,3.2,0.13,0.0
Lait 1/2 écrémé,U,"Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks",France,193.0,1.55,0.9,4.8,4.8,3.2,0.13,0.0
Lait 1/2 écrémé,U,"Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks",France,193.0,1.55,1.0,4.8,4.8,3.2,0.13,0.0
Lait 1/2 écrémé,U,"Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks",France,193.0,1.55,0.9,4.8,4.8,3.2,0.130048,0.0
Lait entier stérilisé UHT,U,"Dairies,Milks,Homogenized milks,UHT Milks,Whole milks",France,269.0,3.6,2.2,4.8,4.8,3.2,0.13,2.0
Lait entier Stérilisé UHT,U,"Dairies,Milks,Homogenized milks,UHT Milks,Whole milks",France,269.0,3.5999999046326,2.2000000476837003,4.800000190734901,4.800000190734901,3.2000000476837003,0.10000000149011999,2.0
Lait,U,"Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks",France,192.0,1.55,0.9,4.8,4.8,3.2,0.0,0.0
Lait Demi-écrémé stérilisé UHT,U,"Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks,Organic semi-skimmed milks",France,192.0,1.55,1.0,4.8,4.8,3.2,0.1,0.0
Lait UHT 1/2 écrémé,"U Bio, U","Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks,Organic semi-skimmed milks",France,193.0,1.55,1.0,4.8,4.8,3.2,0.13,0.0
Fromage frais 0%MG,U,"Dairies,Desserts,Fermented foods,Fermented milk products,Cheeses,Dairy desserts,fr:Fromages blancs,fr:Fromages blancs natures",France,210.0,0.0,0.0,4.0,4.0,7.5,0.2,-4.0
Fromage frais 0% MG,U,"Dairies,Desserts,Fermented foods,Fermented milk products,Fresh foods,Dairy desserts,fr:Fromages blancs,fr:Fromages blancs natures",France,210.0,0.5,0.3,4.0,4.0,7.5,0.2,-4.0
Fromage blanc nature 3.2% mat. gr,U,"Dairies,Desserts,Fermented foods,Fermented milk products,Dairy desserts,fr:Fromages blancs,fr:Fromages blancs natures",France,307.0,3.2,1.9,3.8,3.8,7.3,0.1016,-3.0
Fromage frais de Caractère 8%MG,U,"Dairies,Desserts,Fermented foods,Fermented milk products,Dairy desserts,fr:Fromages blancs,fr:Fromages blancs natures",France,479.0,7.8,5.2,4.6,4.6,6.6,0.1,3.0
Yaourt à la Grecque brassé nature,U,"Dairies,Fermented foods,Fermented milk products,Yogurts,Stirred yogurts,Greek yogurts,Plain stirred yogurts,Plain yogurts",France,451.0,9.2,6.2,3.6,3.6,3.0,0.11,6.0
Fromage frais saveur vanille 0%MG,U,"Dairies,Desserts,Fermented foods,Fermented milk products,Dairy desserts,fr:Fromages blancs,fr:Fromages blancs aromatisés",France,306.0,0.0,0.0,12.0,11.0,6.4,0.15,-1.0
"Yaourts 0% mg, aux fruits avec morceaux, fraise-ceris-pêche-ananas-poire-pruneau",U,"Dairies,Fermented foods,Fermented milk products,Yogurts,Stirred yogurts,Fruit stirred yogurts,fr:yaourts-aux-fruits-en-morceaux",France,188.0,0.0,0.0,6.5,6.1,4.6,0.11,-2.0
Yaourts au lait entier saveur vanille,U,"Dairies,Fermented foods,Fermented milk products,Yogurts,Sweetened yogurts,Vanilla yogurt,Whole milk yogurts",France,351.0,3.0,1.9,11.0,11.0,2.9,0.1,3.0
Yaourts nature au lait entier,U,"Dairies,Fermented foods,Fermented milk products,Yogurts,Plain yogurts,Whole milk yogurts",France,253.0,3.3,2.1,4.3,4.3,3.4,0.13,0.0
Yaourt au lait entier à la vanille,U,"Dairies,Fermented foods,Fermented milk products,Yogurts,Flavoured yogurts,Whole milk yogurts",France,351.0,3.0,1.9,11.0,11.0,2.9,0.1,3.0
Yaourt aux morceaux de fruits panachés,U,"Dairies,Desserts,Fermented foods,Fermented milk products,Fresh foods,Yogurts,Fruit yogurts,Fruit yogurts with fruit chunks,Whole milk yogurts,fr:Yaourts multifruits",France,410.0,2.8,1.8,15.0,14.0,3.5,0.13,3.0
Beurre extra fin doux 82%mg,U,"Dairies,Spreads,Fats,Spreadable fats,Animal fats,Fresh foods,Milkfat,Dairy spread,Butters,Sweet cream butters",France,3058.0,82.0,60.0,0.6,0.6,0.8,0.05,19.0
Beurre doux de baratte,"U Bio, U","Dairies,Spreads,Fats,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters,Pasteurized butters,Sweet cream butters,fr:Beurres de baratte",France,3056.0,82.0,53.0,0.6,0.6,0.7,0.03,19.0
Beurre doux extra fin 82%MG,U,"Dairies,Spreads,Fats,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters,Sweet cream butters",France,3060.0,82.0,55.0,1.0,0.6,0.7,0.05,19.0
Beurre demi sel,U,"Dairies,Spreads,Fats,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters,Half-salted butter",France,2984.0,80.0,57.0,0.6,0.6,0.8,2.0,26.0
6 gros oeufs datés du jour de ponte,U,"Farming products,Eggs,Chicken eggs,Cage chicken eggs",France,589.0,9.9,2.5,0.7,0.7,12.0,0.3,-1.0
Oeufs poules de plein air calibre mixte,U,"Farming products,Eggs,Chicken eggs,Free-range chicken eggs",France,589.0,9.9,2.5,0.7,0.7,12.0,0.3,-1.0
12 oeufs de plein air calibre mixte,U,"Farming products,Eggs,Chicken eggs,Free-range chicken eggs",France,589.0,9.9,2.5,0.7,0.7,12.0,0.3,-1.0
20 moyens oeufs datés du jour de ponte,U,"Farming products,Eggs,Chicken eggs,Cage chicken eggs",France,589.0,9.9,2.5,0.7,0.7,12.0,0.3,-1.0
Oeufs poules plein air calibre mixte Bio,"U Bio, U","Farming products,Eggs,Chicken eggs,Free-range chicken eggs",France,589.0,9.9,2.5,0.7,0.7,12.0,0.3,-1.0
Camembert pasteurisé 21%mg,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,Soft cheeses with bloomy rind,Camemberts,French cheeses,Pasteurized cheeses,Pasteurized camembert",France,1100.0,21.0,15.0,0.1,0.0,19.0,1.3,13.0
Coulommiers au lait pasteurisé 24%MG,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,Soft cheeses with bloomy rind,French cheeses,Pasteurized cheeses,Soft cheese with a natural rind,Soft cheeses with washed rind,Coulommiers,Industrial cheese",France,1174.0,23.0,17.0,1.0,0.0,18.0,1.5,14.0
Fromage au lait pasteurisé Le Carré 23%MG,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Soft cheeses with bloomy rind,Pasteurized cheeses",France,1157.0,23.0,15.0,0.0,0.0,18.0,1.4,14.0
Fromage au lait pasteurise AOP Bleu des Causses 30% de MG,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Blue-veined cheeses,French cheeses,French blue-veined cheeses,Pasteurized cheeses,Causses blue cheeses,Aoc-cheeses,Labeled-cheeses",France,1450.0,30.0,21.0,0.0,0.0,20.0,3.4,19.0
Fromage Brique au lait de vache pasteurisé 32%MG,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,Soft cheeses with bloomy rind,French cheeses,Pasteurized cheeses,Industrial cheese",France,1473.0,32.0,23.0,1.0,0.0,16.0,1.4,15.0
Fromage pasteurisé à tartiner ail et fines herbes 24% de MG,U,"Dairies,Fermented foods,Spreads,Fermented milk products,Salted spreads,Cheeses,Fresh foods,Cow cheeses,French cheeses,Pasteurized cheeses,Cheese spreads,Cream cheeses,Industrial cheese,Uncured-soft-cheese-spreadable-around-30-40-fat-flavoured",France,1033.0,24.0,16.0,3.0,3.0,5.5,1.2,15.0
Cancoillotte nature,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,French cheeses,Processed cheese,Cancoillottes,fr:cancoillotte-nature",France,682.0,11.0,7.9,1.2,1.2,15.0,2.0,12.0
Emmental français au lait pasteurisé 29% de matière grasse,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cooked pressed cheeses,Cow cheeses,Emmentaler,French cheeses,French emmentaler,Pasteurized cheeses,Industrial cheese",France,1532.0,29.0,21.0,0.0,0.0,27.0,0.6,11.0
Fromage pasteurisé Emmental français râpé 29%MG,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cooked pressed cheeses,Cow cheeses,Emmentaler,French cheeses,French emmentaler,Pasteurized cheeses,Grated cheese,Grated emmentaler,Industrial cheese",France,1532.0,29.0,21.0,0.0,0.0,27.0,0.83,12.0
Emmental français pasteurisé rapé 29% de matière grasse,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cooked pressed cheeses,Cow cheeses,Emmentaler,French cheeses,French emmentaler,Pasteurized cheeses,Grated cheese,Grated emmentaler,Industrial cheese",France,1566.0,29.0,19.5,2.0,2.0,27.0,0.9,12.0
Emmental français rapé 29%mg,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cooked pressed cheeses,Cow cheeses,Emmentaler,French cheeses,French emmentaler,Pasteurized cheeses,Grated cheese,Grated emmentaler,Industrial cheese",France,1566.0,29.0,19.5,2.0,2.0,27.0,0.9,12.0
Emmental français au lait pasteurisé rapé 29% de MG,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cooked pressed cheeses,Cow cheeses,Emmentaler,French cheeses,French emmentaler,Pasteurized cheeses,Grated cheese,Grated emmentaler,Industrial cheese",France,1566.0,29.0,19.5,2.0,2.0,27.0,0.9,12.0
"Emmental français pasteurisé, 28% de MG",U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cooked pressed cheeses,Cow cheeses,Emmentaler,French cheeses,French emmentaler,Pasteurized cheeses,Industrial cheese",France,1566.0,29.0,19.5,2.0,2.0,27.0,0.7,12.0
St Paulin au lait pasteurisé 23%MG,U,"Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,French cheeses,Uncooked pressed cheeses,Pasteurized cheeses,Industrial cheese,Saint-Paulin cheese",France,1242.0,23.0,16.0,1.0,1.0,22.0,1.7,15.0
Boulettes de boeuf Viande de Boeuf Française oignons cuites,U,"Meats,Frozen foods,Beef,Frozen meats,Meat preparations,Beef preparations,Frozen meat preparations,Ground meat preparations,Frozen ground meat preparations,Ground beef preparations,Meat balls,Frozen ground beef preparations",France,874.0,13.0,5.2,8.6,0.4,15.0,1.5,13.0
Boulettes de viande Kefta cuites,U,"Meats,Frozen foods,Beef,Frozen meats,Meat preparations,Beef preparations,Frozen meat preparations,Meat balls",France,844.0,12.0,4.7,9.6,0.3,15.0,1.4,11.0
Escalope de dinde panée tomate basilic,U,"Meats,Poultries,Breaded products,Turkeys,Breaded turkey",France,852.0,14.1,2.0,8.1,1.3,10.5,1.0,1.0
Escalope de dinde panée à la Normande,U,"Meats,Poultries,Breaded products,Turkeys,Breaded turkey",France,810.0,10.0,1.9,13.0,1.0,12.0,1.2,2.0
Wok Thaï à la dinde et nouilles,U,"Meals,Meat-based products,Meals with meat,Poultry meals,Microwave meals,Turkey dishes",France,499.0,4.7,1.8,10.0,3.9,7.5,1.1,0.0
Boeuf bourguignon carottes et pomme de terre,U,"Meals,Meat-based products,Meals with meat,Beef dishes,Beef stews,Microwave meals,Bœufs bourguignons",France,379.0,1.9,0.6,8.6,1.2,9.0,0.63,-3.0
Barre de céréales au chocolat noir,U,"Snacks,Sweet snacks,Bars,Cereal bars,Chocolate cereal bars",France,1691.0,9.5,4.1,71.0,27.0,5.8,0.41,11.0
"Biscuits au sésame, tournesol et chocolat",U,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",France,2090.0,26.0,9.3,56.0,32.0,8.9,0.63,20.0
Puzzles Emmental,U,"Snacks,Salty snacks,Appetizers,Crackers",France,2238.0,29.0,4.4,56.0,5.5,12.0,1.5,15.0
"Couscous au poulet et merguez, semoule aux raisins secs",U,"Meals,Fresh foods,Meat-based products,Meals with meat,Savory semolina dishes,Fresh meals,Poultry meals,Prepared couscous,Meals with chicken,fr:plats-a-rechauffer-au-mirco-ondes",France,662.0,8.0,2.6,12.7,2.7,8.0,0.94,2.0
Carotte,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Carrots",France,172.0,10.0,6.0,5.6,4.7,0.9,0.1,-1.0
Mini-bretzels,U,"Snacks,Salty snacks,Appetizers,Crackers,Pretzel",France,1643.0,3.6,0.4,76.0,1.8,11.0,3.8,10.0
Orange Spécialité à diluer,U,"Beverages,Sweetened beverages,fr:boissons-concentrees,fr:boissons-specialites-a-diluer,fr:boissons-a-base-de-concentres,fr:concentres-avec-pulpes,fr:concentres-a-base-d-orange",France,768.0,0.5,0.5,42.8,36.8,0.5,0.0,20.0
Stikéo batonnets chocolat lait,U,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Milk chocolate biscuits,Stick biscuits covered with chocolate",France,2013.0,20.0,12.0,65.0,35.0,8.4,0.53,22.0
Cookies Premium Maxi Pépites de Chocolats,U,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Drop cookies",France,2068.0,24.0,8.9,62.0,37.0,5.2,1.1,23.0
"Demi lapin découpé sans tête, sans foie","La Nouvelle Agriculture, U","Meats,Rabbit meat",France,570.0,5.8,2.0,0.5,0.4,20.4,0.13,-3.0
Chair à saucisse sans colorant,U,"Meats,Prepared meats,Sausages,Raw-sausage-meat-with-pure-pork",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
"Chair à saucisse aux herbes cheveux d'ange,",U,"Meats,Prepared meats,Sausages,Fresh meats,Meat preparations,Pork,Fresh meat preparations,Ground meat preparations,Fresh ground meat preparations,Stuffing,Sausage-meat-raw,fr:farces-a-legumes",France,272.0,23.0,9.3,1.3,0.0,15.0,2.0,17.0
Chair à saucisse aux herbe cheveux d'ange,U,"Meats,Prepared meats,Sausages",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
Saucisse de Toulouse sans colorant,U,"Meats,Prepared meats,Sausages,French sausages,Toulouse sausages",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
Sausisse brassée sans colorant,U,"Meats,Prepared meats,Sausages",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
Paupiette de porc sans colorant,U,"Meats,Pork,fr:paupiettes",France,1008.0,19.4,6.7,0.4,0.4,16.6,0.7,12.0
Chipolata aux herbes sans colorant,U,"Meats,Prepared meats,Sausages,French sausages,Chipolatas,fr:Chipolatas aux herbes",France,1125.0,23.5,8.2,1.0,1.0,13.9,1.6,18.0
Lait UHT arôme chocolat,U,"Beverages,Dairies,Dairy drinks,Flavoured milks,Chocolate milks",France,290.0,1.1,0.8,11.0,11.0,3.4,0.1,0.0
Lait UHT Arôme Fraise,U,"Beverages,Dairies,Dairy drinks,Flavoured milks,Strawberry milks",France,270.0,0.8,0.5,11.0,11.0,3.2,0.1,1.0
Lait facile à digérer demi-écrémé,U,"Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks,Low-lactose milk",France,192.0,1.6,1.0,4.8,4.8,3.2,0.1,0.0
Rêve de Lait vanille,U,"Dairies,Fermented foods,Fermented milk products,Yogurts,Sweetened yogurts,Vanilla yogurt",France,538.0,8.2,5.3,11.0,9.5,2.8,0.1,7.0
Salade coleslaw,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Vegetables based foods,Salads,Leaf vegetables,Starters,Coleslaw,Leaf salads",France,433.0,7.6,0.7,6.6,5.9,1.3,0.85,1.0
Filet de limande du Nord meunière,U,"Seafood,Fishes,Meals,Fish fillets,Fish preparations,Meals with fish,Breaded products,Breaded fish",France,758.0,8.7,0.9,11.6,1.0,13.5,1.41,2.0
Cervelas qualité supérieure,U,"Meats,Prepared meats,Sausages,Cured sausages,Cervelat",France,1359.0,31.0,12.0,1.0,1.0,12.0,2.2,23.0
"Steak haché, 5% MAT.GR.",U,"Meats,Beef,Steaks,Beef steaks,Fresh meats,Ground steaks,Ground beef steaks,Fresh ground steaks,Fresh ground beef steaks",France,523.0,5.0,2.2,0.0,0.0,20.0,0.2,-2.0
Steak Haché 12%,U,"Meats,Beef,Steaks,Beef steaks,Ground steaks,Ground beef steaks",France,715.0,10.0,4.2,0.2,0.0,20.0,0.0,1.0
Lardons nature qualité supérieurs,U,"Meats,Prepared meats,fr:Charcuteries diverses,fr:Allumettes de porc,Lardons",France,1038.0,20.0,7.2,0.8,0.7,16.7,2.79,20.0
Lardons fumés supérieurs Viande de porc Français,U,"Meats,Prepared meats,fr:Charcuteries diverses,fr:Allumettes de porc,Lardons,Smoked lardons",France,1006.0,19.0,6.9,0.7,0.7,18.0,2.9,19.0
Jambon supérieur sans couenne et dégraissé,U,"Meats,Prepared meats,Hams,White hams",France,490.0,2.8,1.0,0.7,0.7,22.0,1.8,3.0
Jambon supérieur découenné et dégraissé,U,"Meats,Prepared meats,Hams,White hams",France,490.0,2.8,1.0,0.7,0.7,22.0,1.8,3.0
Jambon supérieur avec couenne,U,"Meats,Prepared meats,Hams,White hams",France,633.0,7.0,2.6,1.0,0.5,21.0,1.8,5.0
Jambon sec supérieur,U,"Meats,Prepared meats,Hams,Pork,Cured ham,Dried hams,Raw-cured-ham",France,985.0,13.0,4.9,0.5,0.5,30.0,5.7,16.0
Jambon de Paris découenné et dégraissé,U,"Meats,Prepared meats,Hams,White hams",France,451.0,2.3,1.0,0.6,0.6,20.9,1.9,4.0
Jambon de Paris découenné et dégraissé Viande de porc Française,U,"Meats,Prepared meats,Hams,White hams",France,469.0,2.6,1.0,1.0,0.8,20.9,1.8,3.0
Le Paris sans couenne,U,"Meats,Prepared meats,Hams,White hams",France,451.0,2.3,1.0,0.6,0.6,20.9,1.9,4.0
Jambon supérieur avec couenne,U,"Meats,Prepared meats,Hams,White hams",France,567.0,5.4,2.0,0.6,0.6,21.0,1.8,4.0
Saucisson sec label rouge,U,"Meats,Prepared meats,Cured sausages,Dry sausage,Dry sausage pure pork",France,1546.0,29.0,13.0,2.8,0.9,25.0,4.7,24.0
Pavé au poivre label rouge,U,"Meats,Prepared meats,Cured sausages",France,1492.0,28.0,13.0,2.8,0.9,24.0,4.6,24.0
Jambon cuit supérieur au torchon SC,U,"Meats,Prepared meats,Hams,White hams",France,495.0,2.9,1.1,0.8,0.8,22.0,1.4,3.0
Poitrine fumée,U,"Meats,Prepared meats,Fresh foods,Pork,Pork belly,fr:Charcuteries à cuire,fr:poitrines-fumees",France,1305.0,27.0,11.1,1.0,1.0,17.0,1.7,20.0
Rillettes du Mans pur porc,U,"Meats,Spreads,Prepared meats,Salted spreads,Fresh foods,Rillettes,Potted meats,French Rillettes,fr:Rillettes de viande rouge,Sarthe rillettes,Pork rillettes,Rillettes from Mans",France,1690.0,39.0,15.0,0.5,0.5,14.0,1.2,20.0
Rillettes du Mans pur porc,U,"Meats,Spreads,Prepared meats,Salted spreads,Rillettes,Potted meats,French Rillettes,fr:Rillettes de viande rouge,Sarthe rillettes,Pork rillettes,Rillettes from Mans",France,1690.0,39.0,15.0,0.5,0.5,14.0,1.2,20.0
Carottes râpées,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Vegetables based foods,Salads,Leaf vegetables,Prepared vegetables,Grated carrots,Leaf salads,Seasoned shredded carrots",France,270.0,3.3,0.4,5.8,5.2,0.8,0.68,-5.0
Céleri Rémoulade,U,"Meals,Fresh foods,Fresh meals,Prepared vegetables,Starters,Celeriac in remoulade sauce,Cold starters,fr:crudites",France,552.0,11.9,0.89,3.1,1.1,1.1,0.7300000000000011,2.0
Carottes râpées assaisonnées,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Vegetables based foods,Salads,Leaf vegetables,Prepared vegetables,Grated carrots,Leaf salads,Seasoned shredded carrots",France,200.0,2.1,0.2,5.3,4.4,0.6,0.7,-2.0
Croque fromage,U,"Meats,Meals,Meat preparations,Poultries,Breaded products,Chickens,Cooked poultries,Turkeys,Chicken preparations,Cooked chicken,Turkey preparations,Breaded chicken,fr:Cordons bleus,fr:Cordons bleus de dinde",France,1032.0,13.8,4.1,16.5,0.9,13.0,1.33,10.0
"Croissants au beurre jambon fromage,",U,"Meals,Meat-based products,Meals with meat,Pork meals,Puff pastry meals,Refrigerated foods,Refrigerated meals,Ham croissants",France,1088.0,16.0,11.0,19.0,3.1,9.7,1.4,18.0
Tortis à la carbonnara aux lardons fumés,U,"Meals,Fresh foods,Meat-based products,Pasta dishes,Meals with meat,Fresh meals,Pork meals,Microwave meals,Carbonara-style pasta,Tagliatelle with carbonara",France,716.0,8.3,3.5,18.0,1.4,5.7,0.76,5.0
Paëlla au poulet et son riz cuisiné,U,"Meals,Fresh foods,Meat-based products,Meals with meat,Rice dishes,Fresh meals,Poultry meals,Meals with chicken,Microwave meals,Paella",France,648.0,4.7,1.1,20.1,1.0,7.2,0.82,0.0
Petits pois extra fins,U,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Fruits and vegetables based foods,Legumes,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen legumes,Frozen vegetables,Green peas,Frozen green peas",France,317.0,0.5,0.1,8.8,3.9,5.9,0.09,-13.0
Brocolis en fleurettes,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables,Broccoli,Frozen broccoli florets",France,95.0,0.5,0.1,1.5,1.2,2.3,0.06,-9.0
Champignons de Paris émincés,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Mushrooms and their products,Frozen vegetables,Mushrooms,Frozen mushrooms,Champignon mushrooms,Frozen champignon mushrooms,Frozen sliced champignon mushrooms,Sliced champignon mushrooms",France,62.0,0.2,0.1,0.5,0.5,1.7,0.03,-8.0
Haricots verts extra fins,U,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Fruits and vegetables based foods,Legumes,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen legumes,Frozen vegetables,Green beans,Frozen green beans",France,159.0,0.7,0.7,3.7,1.3,2.1,0.2,-10.0
Epinards hâchés,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Fresh foods,Frozen plant-based foods,Fresh plant-based foods,Frozen vegetables,Leaf vegetables,Fresh vegetables,Spinachs,Frozen spinachs,Frozen chopped spinachs",France,131.0,0.5,0.2,2.0,0.9,3.3,0.08,-10.0
Carottes en Rondelles,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables,Carrots,Frozen carrots,Frozen chopped carrots",France,88.0,0.5,0.1,2.9,2.9,0.9,0.05,-7.0
Petits pois doux extra fins,U,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Fruits and vegetables based foods,Legumes,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen legumes,Frozen vegetables,Green peas,Frozen green peas",France,317.0,0.5,0.1,8.8,3.9,5.9,0.09,-13.0
Epinards hâchés,U,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Vegetables based foods,Frozen plant-based foods,Frozen vegetables,Leaf vegetables,Spinachs,Frozen spinachs",France,131.0,0.5,0.2,2.0,0.9,3.3,0.08,-10.0
Pain de mie extra moelleux complet,U,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,Wholemeal breads,Wholemeal sliced breads",France,1159.0,5.4,0.9,44.0,6.5,9.3,1.1,-2.0
Diabolo Grenadine,U,"Beverages,Sweetened beverages,fr:boissons-gazeifiees,fr:boissons-gazeifiees-aux-extrait-de-fruits-aromatisee",France,156.0,0.0,0.0,9.2,9.2,0.1,0.01,13.0
Rosette,"U Bio, U","Meats,Prepared meats,Cured sausages,Rosette dry sausage",France,1459.0,27.0,9.6,2.6,2.5,25.0,4.3,23.0
Aiguillette de poulet panure croustillante,U,"Meats,Meat preparations,Poultries,Breaded products,Chickens,Cooked poultries,Chicken preparations,Cooked chicken,Breaded chicken,fr:Aiguillettes de poulet",France,900.0,7.9,1.0,16.0,0.8,19.0,1.05,0.0
