product_name,brands,categories_en,origins_en,energy_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,nutrition-score-fr_100g
Haricots verts très fins,Carrefour,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Fruits and vegetables based foods,Legumes,Canned plant-based foods,Vegetables based foods,Canned vegetables,Green beans,Canned legumes,Canned green beans",France,101.0,0.5,0.2,2.4,0.6,1.6,0.64,-5.0
Petits pois à l'étuvée extra fins,Carrefour,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Fruits and vegetables based foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Vegetables based foods,Canned vegetables,Pulses,Canned legumes,Green peas,Canned peas,Peas",France,354.0,0.5,0.2,13.0,5.0,4.4,0.75,-7.0
Le Péché des Bons Pères,Carrefour,"Dairies,Fermented foods,Fermented milk products,Cheeses,Uncooked pressed cheeses,Pasteurized cheeses",France,1302.0,26.0,18.0,0.0,0.0,20.0,1.6,15.0
Crackers,Carrefour,"Snacks,Salty snacks,Appetizers,Crackers",France,1974.0,21.0,8.7,64.0,57.0,7.2,2.54,32.0
Fluide & légère 4%,Carrefour,"Dairies,Fermented foods,Creams,Fermented milk products,Liquid cream,UHT Creams,fr:Crèmes légères,fr:Crèmes liquides",France,308.0,4.0,2.7,6.5,4.2,2.9,0.12,1.0
Spécialité laitière légère,Carrefour,"Dairies,Fermented foods,Creams,Fermented milk products,Fermented creams,fr:Crèmes légères",France,318.0,4.0,2.6,6.9,4.2,3.2,0.125,1.0
Filets de maquereaux à la catalane,Carrefour,"Canned foods,Seafood,Fishes,Canned fishes,Fish fillets,Mackerels,Mackerel fillets,Tinned Mackerels,fr:maquereaux-a-la-catalane",France,796.0,14.0,3.2,3.1,2.3,13.0,0.8636,3.0
Sucre en poudre,Carrefour Discount,"Sweeteners,Sugars,Granulated sugars,fr:Sucres en poudre",France,1674.0,0.0,0.0,100.0,100.0,0.0,0.0,14.0
chocolat noir 74%,carrefour discount,"Snacks,Sweet snacks,Chocolates,Dark chocolates,fr:tablettes-de-chocolat",France,2356.0,41.0,24.0,33.0,26.0,9.1,0.0254,17.0
Cola Light Carrefour Discount,Carrefour Discount,"Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Diet beverages,Colas,Diet sodas,Diet cola soft drink",France,0.0,0.0,0.0,0.0,0.0,0.0,0.0254,0.0
Cola,Carrefour,"Beverages,Carbonated drinks,Artificially sweetened beverages,Sodas,Diet beverages,Colas,Diet sodas,Diet cola soft drink",France,1.0,0.0,0.0,0.0,0.0,0.0,0.02,1.0
"Pate de campagne, qualite superieure",Produits Blancs,"Meats,Prepared meats,fr:Charcuteries diverses,Pâté,Pork Pâtés,Country-style Pâtés",France,1280.0,26.0,10.0,3.6,1.9,13.0,1.7,19.0
Pâté de foie de porc Qualité Supérieure,Produits Blancs,"Meats,Spreads,Prepared meats,Salted spreads,Fresh foods,fr:Charcuteries diverses,Pâté,Liver Pâtés",France,1556.0,35.0,13.0,4.3,1.3,10.0,1.5,20.0
Cake au thon,Carrefour,"Meals,Pies,Pizzas pies and quiches,Meals with fish,Salted pies,Refrigerated foods,Refrigerated meals,Preparations-made-from-fish,Savoury-cake-with-cheese-vegetables-meat-fish-poultry",France,1218.0,20.0,3.6,12.4,3.2,12.7,1.3,8.0
Cake Jambon Olives,Carrefour,"Snacks,Salty snacks,Appetizers,Meals,Pies,Pizzas pies and quiches,Salted pies,Savoury-cake-with-cheese-vegetables-meat-fish-poultry,fr:traiteur",France,1276.0,21.7,4.4,12.6,2.5,13.8,1.375,10.0
Cake aux légumes 160 g,Carrefour,"Snacks,Salty snacks,Meals,Vegetables cakes",France,1197.0,20.5,3.5,15.5,4.4,7.3,1.4,7.0
Saucisson à l'ail fumé,Carrefour,"Meats,Prepared meats,Cured sausages,Garlic sausage",France,940.0,17.0,6.5,0.8,0.0,19.0,1.3,13.0
Mini-moelleux au chocolat,"Carrefour,Carrefour BIO","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Chocolate cakes",France,1870.0,26.0,5.9,46.2,33.1,5.9,0.1524,15.0
Crème fraiche légère,"Produits Blancs,Carrefour","Dairies,Fermented foods,Creams,Fermented milk products,Fermented creams,fr:Crèmes fraîches,fr:Crèmes légères",France,700.0,15.0,10.0,6.0,5.5,2.5,0.1,12.0
Fromage kasd,"Produits Blancs,Carrefour Discount,CMI (Carrefour Marchandises Internationales),Groupe Carrefour","Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,Soft cheeses with bloomy rind,French cheeses,Pasteurized cheeses,Double cream cheeses,Industrial cheese",France,1469.0,31.0,22.0,1.0,0.0,17.0,1.5,15.0
Roquefort,"Carrefour Discount,CMI (Carrefour Marchandises Internationales),Groupe Carrefour","Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Blue-veined cheeses,French cheeses,Unpasteurised cheeses,French blue-veined cheeses,Sheep's-milk cheeses,Industrial cheese,Roquefort cheeses,Aoc-cheeses,Labeled-cheeses,fr:aoc-products,fr:labeled-products",France,1524.0,32.0,24.0,1.0,0.0,19.0,3.2,19.0
Saucisson cuit à l'ail fumé,Carrefour,"Meats,Prepared meats,Cured sausages,Garlic sausage,fr:Saucissons cuits",France,1050.0,20.0,9.8,1.0,0.6,17.0,1.8,19.0
Yaourt en gourde,"Carrefour Kids,Carrefour","Beverages,Dairies,Fermented foods,Fermented milk products,Dairy drinks,Fermented drinks,Fermented milk drinks,Yogurts,Drinkable yogurts,Flavoured yogurts,Fruit yogurts,Stirred yogurts,Sweetened beverages,Sweetened yogurts",France,372.0,2.3,1.6,13.0,13.0,3.7,0.1,2.0
Fromage frais aux fruits,"Carrefour Kids,Carrefour","Dairies,Desserts,Fermented foods,Fermented milk products,Cheeses,Dairy desserts,Quark,fr:Fromages blancs,Cream cheeses",France,406.0,2.0,1.3,13.0,12.0,6.6,0.1,0.0
Dés  Ail et Fines herbes,Carrefour,"Dairies,fr:specialite-fromagere",France,1382.0,32.0,22.0,4.8,2.3,7.5,1.4,19.0
Saucisson sec séché et affiné en Corse,Reflets de France,"Meats,Prepared meats,Cured sausages,Dry sausage",France,1615.0,31.0,13.0,1.0,0.0,27.0,4.8,24.0
Petit Munster Géromé,Carrefour Discount,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,French cheeses,Pasteurized cheeses,Soft cheeses with washed rind,Munsters,Pasteurised milk Munsters,fr:Petits Munsters",France,1336.0,27.0,17.8,0.0,0.0,19.8,1.7272,15.0
"Paëlla Poulet, Fruits de Mer",Carrefour Discount,"Frozen foods,Meals,Meat-based products,Meals with meat,Rice dishes,Frozen ready-made meals,Paella",France,473.0,2.8,0.5,16.0,1.4,5.0,0.92,2.0
Saucisse Sèche Carrefour,Carrefour,"Meats,Prepared meats,Cured sausages,fr:Saucisses sèches",France,1851.0,36.0,15.4,1.0,1.0,29.4,5.08,25.0
Le Tendre à l'Oignon  10 Hachés au bœuf *,Carrefour,"Meats,Frozen foods,Beef,Frozen meats,Meat preparations,Beef preparations,Frozen meat preparations,Ground meat preparations,Frozen ground meat preparations,Ground beef preparations,Frozen ground beef preparations",France,891.0,15.0,6.5,4.8,0.9,14.0,1.0,10.0
Truite fumée Au bois de hêtre,"Carrefour Bio,Carrefour","Seafood,Fishes,Farming products,Fresh foods,Smoked fishes,Trouts,Smoked trouts,fr:truites-fumees-d-elevage",France,714.0,8.4,2.2,0.6,0.0,23.0,3.19786,14.0
Mini tartines à bruschetta,en cuisine,fr:brushetta,France,1079.0,2.8,0.5,49.0,2.5,7.7,1.3,1.0
8 pains au lait nature,"Carrefour BIO,Carrefour","Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Sweet snacks,Breakfasts,Viennoiseries,Breads,Milk bread rolls",France,1502.0,12.0,1.0,54.0,14.0,8.2,1.1,9.0
Yaourt bio au lait entier Vanille,"carrefour,carrefour bio","Dairies,Fermented foods,Fermented milk products,Yogurts,Vanilla yogurt,Whole milk yogurts",France,367.0,3.3,2.2,11.0,11.0,3.1,0.1,4.0
8 Yaourts brassés nature (Au lait entier),Carrefour BIO,"Dairies,Desserts,Fermented foods,Fermented milk products,Fresh foods,Yogurts,Stirred yogurts,Plain stirred yogurts,Plain yogurts,Whole milk yogurts",France,313.0,3.6,2.3,6.0,5.8,4.6,0.17,1.0
Crackers Emmental Graines de courge,Carrefour,"Snacks,Salty snacks,Appetizers,Crackers",Foreign,1851.0,18.0,5.0,48.0,2.7,17.0,1.9,12.0
4 Véritables Knacks d'Alsace,"Reflets de France,Bazin André","Meats,Prepared meats,Sausages,French sausages,Strasbourg sausages,Industrial knacks",France,1264.0,27.0,10.0,1.9,0.8,13.0,1.8,19.0
Galettes de blé noir bio,"Carrefour Bio,Carrefour","Crêpes and galettes,Galettes,Plain buckwheat crepes",France,703.0,1.6,0.3,31.0,0.5,5.8,1.3,0.0
Pizza pâte fine Hawaï,Carrefour,"Frozen foods,Meals,Pizzas pies and quiches,Pizzas,Frozen pizzas and pies,Frozen pizzas",France,1009.0,11.0,3.1,25.0,5.3,9.8,1.2,10.0
Petit Salé aux Lentilles Vertes,"Grand Jury, Carrefour","Meals,Meat-based products,Meals with meat,Pork meals,Microwave meals,Salt-cured pork belly with lentils",France,758.0,8.5,1.3,9.9,0.7,14.0,0.9,-3.0
Tourte champignons jambon,Carrefour,"Meals,Pies,Pizzas pies and quiches,Salted pies,Two-crust Pies,Mushroom pies",France,1057.0,15.0,8.8000001907349,24.0,2.4000000953674,5.0999999046325994,1.2999999523163,15.0
Crêpes dentelle de bretagne Reflets de france,Reflets de france,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits,fr:crepes-dentelle,Plain crêpes dentelle",France,1971.0,17.0,12.0,72.0,35.0,6.5,0.55,22.0
Confiture de cerises noires,"Reflets de France,Carrefour","Plant-based foods and beverages,Plant-based foods,Spreads,Breakfasts,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Cherry jams",France,1094.0,0.8,0.1,61.0,55.0,0.7,0.06,11.0
Escalopes de Dinde  marinées à la milanaise,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour","Meats,Meals,Fresh foods,Poultries,Cooked poultries,Fresh meals,Turkeys,Turkey cutlets,fr:Escalopes de dinde à la milanaise",France,519.0,0.5,0.1,7.1,1.2,22.0,0.7,-1.0
Oeufs de cailles (x 18) - Carrefour,Carrefour,"Farming products,Eggs,Quail eggs",France,594.0,9.9,0.0,0.8,0.22,12.6,0.0,-4.0
Chips craquantes gout Crème Oignon,Carrefour,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Flavoured potato crisps,Potato crisps in sunflower oil",France,2265.0,34.0,3.1,51.0,2.0,6.1,1.39954,11.0
Sauce Bolognaise A la viande bovine,Carrefour BIO,"Groceries,Canned foods,Meat-based products,Sauces,Meat-based sauces,Pasta sauces,Meat-based pasta sauces,Bolognese sauces",France,406.0,5.1,1.9,7.1,4.2,5.0,1.1,0.0
Sauce Tomate Aux 4 légumes,Carrefour BIO,"Groceries,Canned foods,Sauces,Tomato sauces,Vegetable sauces,Tomato sauces with vegetables",France,300.0,3.5,0.4,7.0,6.6,1.6,0.9,-4.0
Tartelettes Chocolat Noir Bio Carrefour,Carrefour,"Snacks,Desserts,Sweet snacks,Biscuits and cakes,Pies,Biscuits,Tartlets,Chocolate biscuits,Biscuit (small tart) with chocolate pre-packed,Dark chocolate biscuits",France,2176.0,29.0,16.0,56.0,29.0,7.0,0.34,18.0
Gruyère de France au lait cru,Reflets de France,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cooked pressed cheeses,Cow cheeses,French cheeses,Unpasteurised cheeses,Cheeses from Switzerland,French Gruyères,Swiss Gruyères",France,1628.0,32.0,22.0,0.0,0.0,25.0,1.0,13.0
Eau minérale naturelle naturellement gazeuse,Carrefour,"Beverages,Carbonated drinks,Waters,Spring waters,Mineral waters,Carbonated waters,Carbonated mineral waters,Unsweetened beverages,fr:eau-minerale-naturelle-naturellement-gazeuse",France,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Chips saveur barbecue,carrefour,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps,Flavoured potato crisps,Barbecue crisps,Potato crisps in sunflower oil",France,2297.0,34.0,3.1,52.0,3.0,6.0,1.4,10.0
Crème fluide légère,Carrefour,"Dairies,Creams,Liquid cream,UHT Creams,fr:Crèmes légères,fr:Crèmes liquides",France,597.0,12.0,8.2,5.9,4.6,3.1,0.1,9.0
Oeufs frais,"Carrefour Discount,Sans","Farming products,Eggs,Chicken eggs,Cage chicken eggs",France,594.0,9.86,0.2,0.8,0.22,12.6,0.0,-4.0
Œufs frais Calibre moyen,"Produits blancs,Carrefour","Farming products,Eggs,Chicken eggs,Cage chicken eggs",France,0.0,9.86,0.0,0.8,0.22,12.6,0.0,-5.0
Haricots beurre extra fins,Carrefour,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Fruits and vegetables based foods,Legumes,Canned plant-based foods,Vegetables based foods,Canned vegetables,Canned legumes,Canned butter beans,Canned common beans",France,109.0,0.0,0.0,2.7999999523162997,0.60000002384186,1.7000000476837,0.5500000119209301,-6.0
Piperade,Carrefour,"Canned foods,Meals,Prepared vegetables,Canned meals,Basque-style piperade,fr:piperades",France,246.0,2.0,0.3,7.7,6.3,1.4,0.9,0.0
Coulis de tomates,"Carrefour BIO, Carrefour","Plant-based foods and beverages,Plant-based foods,Groceries,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Canned vegetables,Tomatoes and their products,Sauces,Tomatoes,Canned tomatoes,Strained tomatoes",France,191.0,0.2,0.08,8.2,6.9,1.5,0.26,-5.0
Lait Demi-Écrémé Stérilisé UHT,Carrefour,"Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks,Organic semi-skimmed milks",France,197.0,1.6,1.0,4.8,4.8,3.2,0.1,0.0
Riz au lait vanille,Carrefour,"Dairies,Desserts,Dairy desserts,Puddings,Rice puddings,Vanilla flavored rice pudding",France,537.0,2.8,1.7,22.0,12.0,3.5,0.15,2.0
Lait demi-écrémé Stérilisé UHT,Carrefour,"Dairies,Milks,Homogenized milks,Semi-skimmed milks,UHT Milks,Cow milks,Low-lactose milk",France,195.0,1.6,1.0,4.8,4.8,3.2,0.1,0.0
Pruneaux d'Agen,Reflets de France,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Fruits,Dried plant-based foods,Dried fruits,French fruits,Dried prunes,fr:Pruneaux d'Agen,fr:aliments-a-base-de-plantes-seches",France,1046.0,0.5,0.2,55.0,37.0,1.4,0.01,1.0
Quart Maroilles,Reflets de France,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,French cheeses,Pasteurized cheeses,Maroilles",France,1368.0,27.0,18.0,0.5,0.5,21.0,2.0,17.0
Oursons guimauve,Carrefour,"Snacks,Sweet snacks,Confectioneries,Candies,Marshmallows",France,1540.0,9.0,5.5,68.0,62.0,3.0,0.15,19.0
Yaourt brasséA la Grecque*   *Fabriqué en FranceSur lit aux fruits,Carrefour,"Dairies,Fermented foods,Fermented milk products,Yogurts,Fruit yogurts,Stirred yogurts,Fruit stirred yogurts,Greek yogurts,Sweetened yogurts",France,519.0,6.8,4.4,14.0,13.0,2.1,0.08,6.0
Dés de Jambon,Grand Jury,"Meats,Prepared meats,Hams,Diced ham",France,523.0,4.7,1.9,1.4,1.4,19.0,1.8,4.0
"Filets De Poulets Rôtis,",Carrefour,"Meats,Poultries,Chickens,Chicken breasts",France,540.0,2.1,0.4,1.3,0.7,26.0,1.3,1.0
Barres céréales Goût Pomme Abricot,"Carrefour discount, Carrefour","Snacks,Sweet snacks,Bars,Cereal bars",France,1596.0,6.5,2.2,72.0,29.0,5.3,0.33,8.0
Yaourt nature au lait de brebis,Carrefour,"Dairies,Fermented foods,Fermented milk products,Fresh foods,Yogurts,Plain yogurts,Sheep milk Yogurts",France,280.0,3.0,2.2,4.4,3.0,5.5,0.13,-1.0
Camembert bio,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour","Dairies,Fermented foods,Fermented milk products,Cheeses,Fresh foods,Cow cheeses,Soft cheeses with bloomy rind,Camemberts,French cheeses,Pasteurized cheeses,Pasteurized camembert",France,1109.0,21.0,14.0,0.0,0.0,19.0,1.3,13.0
Tripes à l'ancienne à la mode de Caen,Reflets de France,"Canned foods,Meals,Fish and meat and eggs,Meat-based products,Meals with meat,Offals,Beef dishes,Canned meals,Specialty made with tripe,Tripe dishes,Caen-style tripes,Tripe",France,506.0,4.0,2.0,0.0,0.0,21.0,1.1,0.0
Choucroute Garnie,Reflets De France,"Meals,Sauerkrauts,Sauerkraut with garnish",France,523.0,11.0,4.4000000953674006,2.5999999046326,0.0,5.5999999046325994,1.2000000476837,3.0
Coleslaw Duo croquant,Carrefour,"Meals,Fresh foods,Salads,Starters,Coleslaw",France,435.0,8.0,0.6,6.0,5.5,1.0,0.8,1.0
Crème fluide entière 30% MG,Carrefour,"Dairies,Creams,Liquid cream,UHT Creams,fr:Crèmes entières,fr:Crèmes liquides",France,1214.0,30.0,20.0,3.8,3.8,2.3,0.1,13.0
"Saucisse et sa Purée, Sauce aux 2 Moutardes","Grand Jury, Carrefour","Meals,Meat-based products,Meals with meat,Pork meals,Refrigerated foods,Microwave meals,Refrigerated meals",France,222.0,3.33,1.77,3.0,0.33299999999999996,2.43,0.33299999999999996,1.0
Jambon supérieur avec couenne Cuisiné à l'Os,Carrefour,"Meats,Prepared meats,Hams,White hams",France,611.0,6.8,2.5,0.7,0.6,21.0,1.8,5.0
Lait frais demi-écrémé,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour","Dairies,Fresh foods,Milks,Semi-skimmed milks,Fresh milks,Microfiltered milks",France,195.0,1.6,1.0,4.8,4.8,3.2,0.1,0.0
Les Bons Petits Plats - Gratin de Macaroni au jambon cuit à l'emmental râpé,Carrefour,"Meals,Meat-based products,Pasta dishes,Gratins,Meals with meat,Pork meals,Microwave meals,Pasta gratin,fr:macaroni-prepares",France,765.0,9.6,5.2,16.0,0.6,7.9,0.61,4.0
Couscous Poulet merguez,carrefour,"Meals,Meat-based products,Meals with meat,Savory semolina dishes,Poultry meals,Prepared couscous,Meals with chicken",France,502.0,3.9,1.2,13.0,1.4,7.6,0.83,-1.0
BROWNIES Pépites de chocolat,Carrefour,"Snacks,Desserts,Sweet snacks,Biscuits and cakes,Cakes,Chocolate cakes,Brownies",France,1946.0,27.0,5.5,49.0,41.0,6.2,0.51,18.0
Eau de source bouchon sport,Carrefour kids,"Beverages,Waters,Spring waters",France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blanquette de veau et son riz,Carrefour,"Meals,Fresh foods,Meat-based products,Meals with meat,Rice dishes,Beef dishes,Fresh meals,Veal meat dishes,Veal blanquette",France,606.0,5.3,2.1,17.0,0.8,6.8,0.61,1.0
Bœuf Bourguignon et ses Tagliatelles,"Carrefour,Groupe Carrefour","Meals,Meat-based products,Meals with meat,Beef dishes,Beef stews,Microwave meals,Bœufs bourguignons",France,490.0,3.2,1.2,12.0,1.2,9.5,0.55,-1.0
10 Burgers Hachés au boeuf*,"Produits Blancs, Carrefour","Meats,Frozen foods,Beef,Frozen meats,Meat preparations,Beef preparations,Frozen meat preparations,Ground meat preparations,Frozen ground meat preparations,Ground beef preparations,Frozen ground beef preparations",France,874.0,15.0,6.2,3.6,1.1,14.0,1.1,10.0
Jambon cuit supérieur au Torchon avec Couenne,Carrefour,"Meats,Prepared meats,Hams,White hams",France,519.0,7.0,1.9,1.0,0.9,21.0,1.675,4.0
Jambon cuit au torchon,Carrefour,"Meats,Prepared meats,Hams,White hams",France,519.0,4.0,1.9,1.0,0.9,21.0,1.7,4.0
Jambon cuit fumé - Qualité supérieure - Avec couenne,Carrefour,"Meats,Prepared meats,Hams,White hams",France,616.0,7.0,3.0,1.0,0.7,20.0,2.3,13.0
Jambon Cuit -25% de sel Découenné Dégraissé,"Carrefour,CMI (Carrefour Marchandises Internationales),Groupe Carrefour","Meats,Prepared meats,Fresh foods,Hams,Pork,White hams,fr:Charcuteries cuites,Products with reduced salt,Prepared meats with less salt,White hams with less salt",France,465.0,3.0,1.0,0.8,0.8,20.0,1.39954,2.0
Jambon cuit,Carrefour,"Meats,Prepared meats,Hams,White hams",France,460.0,3.0,1.0,0.80000001192093,0.80000001192093,20.0,1.8999999761581001,4.0
Steaks hachés pur bœuf,Carrefour,"Meats,Frozen foods,Beef,Steaks,Beef steaks,Frozen meats,Ground steaks,Frozen steaks,Ground beef steaks,Frozen ground steaks,Frozen ground beef steaks",France,878.0,15.0,6.2,0.0,0.0,19.0,0.18,3.0
Boulettes au bœuf*,Carrefour,"Meats,Frozen foods,Beef,Frozen meats,Meat preparations,Beef preparations,Frozen meat preparations,Ground meat preparations,Frozen ground meat preparations,Ground beef preparations,Frozen ground beef preparations",France,874.0,15.0,6.2,3.6,1.1,14.0,1.0,10.0
Rôti de dinde,Carrefour,"Meats,Prepared meats,Poultries,Cooked poultries,Turkeys,fr:Charcuteries cuites,Roasted turkey meat",France,401.0,0.5,0.2,1.4,0.7,21.0,1.6,3.0
Jambon de Dinde,Carrefour,"Meals,Meat-based products,Meals with meat,Poultry meals,Turkey dishes,fr:charcuteries-de-dinde",France,510.0,4.6,1.5,1.4,1.0,19.0,2.4,12.0
Bouchées Apéritives au Lard Fumé Pruneaux,Carrefour,"Snacks,Salty snacks,Appetizers,Meals,Meat-based products,Meals with meat,Pork meals,Refrigerated foods,Microwave meals,Refrigerated meals",France,1148.0,14.0,5.4,24.0,16.0,11.0,1.5,12.0
